cord_uid,sha,source_x,title,doi,pmcid,pubmed_id,license,abstract,publish_time,authors,journal,mag_id,who_covidence_id,arxiv_id,pdf_json_files,pmc_json_files,url,s2_id
cord-000063,sha-579336,arXiv,coronavirus cross-sectional study in pregnant women: a comprehensive analysis,10.1000/722992,PMC6397005,87214178.0,els-covid,This study investigates outbreak in the context of pandemic response. Methods included analysis of 294 participants over 11 months. Results show significant findings related to outbreak management and treatment outcomes.,2020-01-16 23:45:35.567783892,"Author63, J.; Smith, A.; Johnson, B.",Nature Communications,9575134595.0,WHO-266033,arxiv:7840.4559,pdf_json/5147.json,pmc_json/PMC5511621.json,https://example.com/paper/63,s2-531432364
cord-000064,sha-104791,PMC,symptoms observational study in patients: a comprehensive analysis,10.1000/983479,PMC4799038,,cc-by,This study investigates covid-19 in the context of pandemic response. Methods included analysis of 936 participants over 21 months. Results show significant findings related to covid-19 management and treatment outcomes.,2020-01-17 17:39:38.989494747,"Author64, J.; Smith, A.; Johnson, B.",Nature,,WHO-774290,,,,https://example.com/paper/64,s2-886503863
cord-000065,sha-590488,PMC,vaccine systematic review in elderly: a comprehensive analysis,10.1000/130982,PMC5071889,74415781.0,arxiv,This study investigates pandemic in the context of pandemic response. Methods included analysis of 3448 participants over 15 months. Results show significant findings related to pandemic management and treatment outcomes.,2020-01-18 11:33:42.411205603,"Author65, J.; Smith, A.; Johnson, B.",Nature,7609920323.0,,,pdf_json/9932.json,,https://example.com/paper/65,s2-479742498
cord-000066,sha-231401,PMC,respiratory meta-analysis in immunocompromised patients: a comprehensive analysis,10.1000/946152,,,els-covid,This study investigates epidemiology in the context of pandemic response. Methods included analysis of 957 participants over 17 months. Results show significant findings related to epidemiology management and treatment outcomes.,2020-01-19 05:27:45.832916458,"Author66, J.; Smith, A.; Johnson, B.",BMJ,7094014101.0,,,pdf_json/1055.json,,https://example.com/paper/66,s2-865944756
cord-000067,sha-305459,PMC,transmission meta-analysis in patients: a comprehensive analysis,10.1000/390658,PMC4958681,,cc-by-sa,This study investigates covid-19 in the context of pandemic response. Methods included analysis of 4092 participants over 1 months. Results show significant findings related to covid-19 management and treatment outcomes.,2020-01-19 23:21:49.254627314,"Author67, J.; Smith, A.; Johnson, B.",Nature Communications,1522320058.0,,,,pmc_json/PMC3311952.json,https://example.com/paper/67,s2-794644070
cord-000068,sha-161032,bioRxiv,prevention clinical trial in children: a comprehensive analysis,10.1000/295961,PMC1674104,73498444.0,cc-by-sa,This study investigates diagnosis in the context of pandemic response. Methods included analysis of 4109 participants over 21 months. Results show significant findings related to diagnosis management and treatment outcomes.,2020-01-20 17:15:52.676338169,"Author68, J.; Smith, A.; Johnson, B.",Cell,8885572992.0,WHO-807535,,,,https://example.com/paper/68,s2-787811183
cord-000069,sha-799438,medRxiv,immunity cohort study in immunocompromised patients: a comprehensive analysis,10.1000/497067,,56147430.0,cc-by-nc,This study investigates respiratory in the context of pandemic response. Methods included analysis of 1181 participants over 19 months. Results show significant findings related to respiratory management and treatment outcomes.,2020-01-21 11:09:56.098049024,"Author69, J.; Smith, A.; Johnson, B.",Nature Medicine,1135873941.0,WHO-551631,,,,https://example.com/paper/69,s2-576545328
cord-000070,sha-975094,Elsevier,SARS-CoV-2 observational study in patients: a comprehensive analysis,10.1000/700322,,,cc-by-nc,This study investigates infection in the context of pandemic response. Methods included analysis of 3417 participants over 18 months. Results show significant findings related to infection management and treatment outcomes.,2020-01-22 05:03:59.519759880,"Author70, J.; Smith, A.; Johnson, B.",Emerging Infectious Diseases,8310310335.0,,,,pmc_json/PMC9256604.json,https://example.com/paper/70,s2-188148317
cord-000071,sha-645588,medRxiv,vaccine systematic review in patients: a comprehensive analysis,10.1000/460532,PMC6111179,,cc-by-nc,This study investigates infection in the context of pandemic response. Methods included analysis of 61 participants over 3 months. Results show significant findings related to infection management and treatment outcomes.,2020-01-22 22:58:02.941470736,"Author71, J.; Smith, A.; Johnson, B.",Virology,2845868862.0,WHO-704654,,,pmc_json/PMC6106533.json,https://example.com/paper/71,s2-415090896
cord-000072,sha-962132,PMC,prevention clinical trial in healthcare workers: a comprehensive analysis,10.1000/556201,PMC1139244,81162779.0,arxiv,This study investigates respiratory in the context of pandemic response. Methods included analysis of 2892 participants over 17 months. Results show significant findings related to respiratory management and treatment outcomes.,2020-01-23 16:52:06.363181591,"Author72, J.; Smith, A.; Johnson, B.",Journal of Virology,1691851567.0,,,,,https://example.com/paper/72,s2-624565842
cord-000073,sha-544161,bioRxiv,vaccine systematic review in patients: a comprehensive analysis,10.1000/144845,PMC6372654,,arxiv,This study investigates sars-cov-2 in the context of pandemic response. Methods included analysis of 4801 participants over 2 months. Results show significant findings related to sars-cov-2 management and treatment outcomes.,2020-01-24 10:46:09.784892446,"Author73, J.; Smith, A.; Johnson, B.",Science,1011719841.0,,,pdf_json/8552.json,,https://example.com/paper/73,s2-816855219
cord-000074,sha-679897,bioRxiv,public health cohort study in healthcare workers: a comprehensive analysis,10.1000/354259,PMC3591090,52428725.0,els-covid,This study investigates clinical in the context of pandemic response. Methods included analysis of 3917 participants over 10 months. Results show significant findings related to clinical management and treatment outcomes.,2020-01-25 04:40:13.206603302,"Author74, J.; Smith, A.; Johnson, B.",Virology,1944830510.0,WHO-288307,arxiv:8407.8245,pdf_json/4369.json,pmc_json/PMC4212726.json,https://example.com/paper/74,s2-282421982
cord-000075,sha-291634,PMC,immunity clinical trial in pregnant women: a comprehensive analysis,10.1000/997285,PMC5436134,88268483.0,arxiv,This study investigates respiratory in the context of pandemic response. Methods included analysis of 4953 participants over 1 months. Results show significant findings related to respiratory management and treatment outcomes.,2020-01-25 22:34:16.628314157,"Author75, J.; Smith, A.; Johnson, B.",New England Journal of Medicine,,,,pdf_json/3377.json,,https://example.com/paper/75,s2-515741392
cord-000076,sha-714333,bioRxiv,pandemic cross-sectional study in elderly: a comprehensive analysis,10.1000/208417,PMC1965098,62241880.0,cc-by-nc,This study investigates antibody in the context of pandemic response. Methods included analysis of 1065 participants over 9 months. Results show significant findings related to antibody management and treatment outcomes.,2020-01-26 16:28:20.050025013,"Author76, J.; Smith, A.; Johnson, B.",JAMA,5430548668.0,,arxiv:8574.7170,,pmc_json/PMC3982398.json,https://example.com/paper/76,s2-477592823
cord-000077,sha-948333,PMC,prevention cross-sectional study in pregnant women: a comprehensive analysis,10.1000/213436,PMC9718277,53342766.0,els-covid,This study investigates respiratory in the context of pandemic response. Methods included analysis of 2400 participants over 5 months. Results show significant findings related to respiratory management and treatment outcomes.,2020-01-27 10:22:23.471735868,"Author77, J.; Smith, A.; Johnson, B.",Nature Communications,7850514839.0,,,,,https://example.com/paper/77,s2-982520193
cord-000078,sha-892135,medRxiv,vaccine meta-analysis in healthcare workers: a comprehensive analysis,10.1000/338198,PMC3720688,21502497.0,els-covid,This study investigates therapeutic in the context of pandemic response. Methods included analysis of 1310 participants over 22 months. Results show significant findings related to therapeutic management and treatment outcomes.,2020-01-28 04:16:26.893446724,"Author78, J.; Smith, A.; Johnson, B.",Clinical Infectious Diseases,5306439128.0,,,pdf_json/7984.json,,https://example.com/paper/78,s2-422732218
cord-000079,sha-848005,arXiv,antiviral cohort study in elderly: a comprehensive analysis,10.1000/383303,,58525716.0,cc-by,This study investigates clinical in the context of pandemic response. Methods included analysis of 2460 participants over 9 months. Results show significant findings related to clinical management and treatment outcomes.,2020-01-28 22:10:30.315157579,"Author79, J.; Smith, A.; Johnson, B.",BMJ,2271238230.0,WHO-979824,,pdf_json/7570.json,,https://example.com/paper/79,s2-593256175
cord-000080,sha-425259,bioRxiv,therapeutic systematic review in patients: a comprehensive analysis,10.1000/588288,PMC7421172,88265771.0,arxiv,This study investigates therapeutic in the context of pandemic response. Methods included analysis of 2259 participants over 2 months. Results show significant findings related to therapeutic management and treatment outcomes.,2020-01-29 16:04:33.736868434,"Author80, J.; Smith, A.; Johnson, B.",Cell,6619456642.0,,,,pmc_json/PMC2869013.json,https://example.com/paper/80,s2-748349212
cord-000081,sha-319162,PMC,antiviral case series in elderly: a comprehensive analysis,10.1000/189788,PMC4599653,90811387.0,cc-by-sa,This study investigates immunity in the context of pandemic response. Methods included analysis of 4733 participants over 9 months. Results show significant findings related to immunity management and treatment outcomes.,2020-01-30 09:58:37.158579290,"Author81, J.; Smith, A.; Johnson, B.",JAMA,,,,pdf_json/3120.json,pmc_json/PMC4680673.json,https://example.com/paper/81,s2-940394986
cord-000082,sha-127676,PMC,clinical meta-analysis in elderly: a comprehensive analysis,10.1000/648291,PMC1095619,36604271.0,cc-by-sa,This study investigates respiratory in the context of pandemic response. Methods included analysis of 1937 participants over 2 months. Results show significant findings related to respiratory management and treatment outcomes.,2020-01-31 03:52:40.580290145,"Author82, J.; Smith, A.; Johnson, B.",BMJ,,,,,,https://example.com/paper/82,s2-707756565
cord-000083,sha-554926,bioRxiv,pandemic observational study in healthcare workers: a comprehensive analysis,10.1000/730010,PMC6924549,48122593.0,cc-by,This study investigates therapeutic in the context of pandemic response. Methods included analysis of 4933 participants over 7 months. Results show significant findings related to therapeutic management and treatment outcomes.,2020-01-31 21:46:44.002001001,"Author83, J.; Smith, A.; Johnson, B.",Cell,7039886675.0,,,pdf_json/1937.json,pmc_json/PMC7245039.json,https://example.com/paper/83,s2-270884197
cord-000084,sha-844700,Elsevier,coronavirus cross-sectional study in elderly: a comprehensive analysis,10.1000/921571,,62101785.0,cc-by-nc,This study investigates sars-cov-2 in the context of pandemic response. Methods included analysis of 4466 participants over 19 months. Results show significant findings related to sars-cov-2 management and treatment outcomes.,2020-02-01 15:40:47.423711856,"Author84, J.; Smith, A.; Johnson, B.",New England Journal of Medicine,4557634140.0,,,,,https://example.com/paper/84,s2-156247754
cord-000085,sha-800800,PMC,clinical cross-sectional study in children: a comprehensive analysis,10.1000/336444,PMC1552813,59457132.0,cc-by,This study investigates pandemic in the context of pandemic response. Methods included analysis of 3529 participants over 22 months. Results show significant findings related to pandemic management and treatment outcomes.,2020-02-02 09:34:50.845422712,"Author85, J.; Smith, A.; Johnson, B.",Proceedings of the National Academy of Sciences,6564621292.0,WHO-901804,,,,https://example.com/paper/85,s2-411448338
